student,year,school
134388,2008,36
134389,1974,62
134390,1974,62
134391,1991,7
134393,2009,1237
134394,2009,123
134395,2009,50
134396,1987,368
134397,1973,349
134398,1999,572
134399,2009,478
134401,1974,112
134402,1987,239
134403,1962,168
134404,2008,256
134405,2008,256
134406,2008,256
134407,2009,256
134408,1965,220
134409,1965,894
134410,1965,257
134411,1965,440
134412,1964,307
134413,2002,163
134414,1965,101
134415,1964,554
134416,,173
134417,1994,63
134418,2008,104
134419,2009,104
134420,2008,104
134421,2009,49
134422,2006,572
134423,2008,1443
134424,2009,20
134425,2008,693
134426,2005,963
134427,2008,22
134428,1967,168
134429,2009,405
134430,2006,1506
134431,1970,934
134432,1973,694
134433,1977,694
134438,,71
134439,,772
134440,,772
134441,,71
134442,1963,381
134443,1972,62
134445,1982,222
134446,1966,168
134447,1973,168
134448,2009,409
134449,1986,175
134450,1988,175
134451,1988,175
134452,1988,175
134453,1989,175
134454,1990,175
134455,1993,175
134456,1993,175
134457,1994,175
134458,1994,175
134459,1994,175
134460,1996,175
134461,2000,175
134462,1995,480
134463,2001,175
134464,2002,175
134465,2003,175
134466,2004,175
134467,2007,175
134468,1978,234
134469,1996,175
134470,2008,175
134471,2008,175
134472,1976,128
134473,2005,643
134474,2009,643
134475,2007,284
134477,2009,517
134478,2009,226
134479,2009,245
134480,1997,1507
134481,2009,377
134483,2007,252
134484,1973,392
134485,2009,52
134486,2008,1506
134487,1997,463
134488,1990,454
134489,2009,1334
134490,1997,68
134491,1968,241
134492,1998,241
134493,2009,86
134495,2006,86
134497,2006,329
134498,2005,329
134499,2001,406
134500,2005,284
134501,2005,284
134502,2008,284
134504,2008,284
134505,2009,66
134506,1973,533
134507,2008,674
134508,2009,11
134509,2004,491
134511,1995,375
134513,2005,375
134514,2006,375
134515,2009,406
134516,2009,664
134519,1987,196
134520,1990,287
134521,1984,389
134522,2001,216
134523,2009,377
134524,2009,24
134525,2008,240
134526,2008,38
134527,2002,547
134528,2008,9
134529,2009,1040
134531,2008,52
134532,,214
134534,2007,52
134535,1988,52
134536,1968,28
134537,,214
134538,2009,1416
134539,2008,1422
134540,1963,320
134541,2000,183
134542,1967,320
134543,2004,857
134544,2009,370
134545,2008,73
134546,2008,73
134547,1989,766
134548,2009,26
134549,1962,140
134550,1962,140
134551,1962,140
134552,2008,46
134553,2009,46
134554,1993,126
134555,1990,126
134556,2002,1499
134557,1991,655
134558,1995,101
134559,1985,655
134560,2009,35
134561,2008,460
134562,2008,460
134563,2009,137
134564,2003,216
134565,2004,216
134566,1997,397
134567,1981,397
134568,1972,272
134568,1977,272
134569,2009,27
134570,2009,119
134571,1989,126
134572,1991,126
134573,2009,8
134574,2008,8
134575,1981,711
134576,1982,711
134577,2009,26
134578,1961,140
134579,1964,140
134580,1968,140
134581,1969,140
134582,1964,140
134583,1963,140
134584,1967,140
134585,2009,73
134586,1970,103
134587,1973,103
134588,1969,103
134589,1958,103
134590,1959,103
134591,1988,190
134592,2003,190
134593,1994,214
134594,2009,88
134595,2009,68
134596,2008,152
134597,2009,152
134598,2009,377
134600,2009,67
134601,2009,214
134602,1999,648
134603,2009,103
134604,1999,1116
134605,2009,187
134606,2003,223
134607,1970,145
134608,2007,214
134609,2009,661
134610,2003,173
134611,2009,359
134613,1965,894
134614,1965,440
134616,1965,554
134617,1965,101
134618,1974,672
134619,1965,672
134620,2005,460
134621,2005,460
134622,2006,460
134623,2008,460
134624,2006,460
134625,2008,460
134626,1997,850
134627,2008,1508
134628,2008,155
134629,1997,434
134630,2008,64
134631,1989,12
134632,1967,140
134633,1968,140
134634,2009,1509
134635,2003,269
134636,1990,269
134637,1977,428
134638,1998,269
134639,2000,269
134640,2003,269
134641,1978,428
134642,2003,269
134643,2004,269
134644,1973,428
134645,2009,187
134646,2009,214
134648,1794,253
134649,1995,103
134650,2007,103
134651,1998,103
134652,1988,2
134653,2009,85
134654,2009,1510
134655,1982,414
134656,2009,123
134657,1990,1010
134659,2006,1511
134660,2008,27
134661,2008,3
134662,1973,269
134663,1975,269
134664,1976,269
134665,1975,269
134666,1998,68
134667,1973,68
134668,1976,269
134669,1977,269
134670,1978,269
134671,1978,269
134672,1780,253
134673,2009,156
134674,1999,701
134675,2003,60
134676,2003,60
134677,2008,7
134678,1997,1512
134681,1996,599
134682,1986,599
134683,1990,717
134684,1993,778
134685,1987,784
134687,1983,269
134688,1985,269
134689,1986,269
134690,1987,269
134691,1988,269
134692,1990,269
134693,1990,269
134694,1995,269
134695,1997,18
134696,1994,130
134698,2009,68
134699,2009,319
134700,2005,230
134701,1977,470
134702,1984,58
134703,2009,55
134704,1997,8
134705,2009,11
134706,2007,10
134708,2001,14
134710,2009,68
134711,2008,33
134712,1932,105
134714,1975,493
134715,2003,33
134716,1984,33
134717,2009,240
134718,2009,324
134720,2008,1109
134722,1986,9
134723,2008,144
134724,2003,144
134726,1989,784
134727,2005,144
134730,1983,269
134731,1986,269
134732,1987,269
134733,1987,269
134735,2005,12
134736,1991,269
134737,1991,269
134738,1992,269
134739,1994,269
134740,1979,103
134741,2007,144
134742,2008,387
134744,2009,199
134746,2009,839
134748,2009,115
134749,2008,35
134750,1952,174
134751,1989,231
134752,1983,371
134753,2009,1513
134754,1994,33
134755,2009,368
134756,1993,68
134757,2009,1514
134759,1995,214
134760,1991,406
134761,1991,406
134762,2009,23
134763,2009,20
134764,2009,813
134766,2009,1
134767,1996,426
134768,2002,1109
134769,2006,1109
134770,2008,1109
134771,2000,106
134772,2009,251
134773,2000,106
134774,2000,106
134775,1993,71
134776,1988,33
134777,1994,349
134778,1972,60
134779,2000,926
134783,1987,790
134784,1988,790
134785,1982,790
134786,2005,240
134787,2007,240
134788,2000,130
134789,2008,240
134790,1996,156
134791,1997,156
134792,1997,156
134793,1998,156
134794,1999,156
134795,2000,156
134796,2002,156
134797,2003,156
134798,2003,156
134799,2003,156
134800,2005,156
134801,2005,156
134802,2005,156
134803,2006,156
134804,2009,95
134805,2007,156
134806,2007,156
134807,2008,156
134808,2008,156
134809,2008,156
134810,2009,156
134811,2006,271
134812,2007,271
134813,2008,271
134814,2008,271
134815,2008,271
134816,2008,271
134817,2009,271
134818,2009,271
134819,2009,181
134820,2001,320
134821,2007,12
134822,1980,320
134823,1977,320
134824,1978,320
134825,1968,320
134826,2009,149
134827,2008,149
134828,1987,118
134829,1966,554
134830,2007,331
134831,1966,101
134832,1966,660
134833,1963,257
134834,1963,257
134835,1997,1266
134836,1966,440
134837,1998,1266
134838,1966,554
134839,1987,112
134840,1966,101
134841,1965,554
134842,1966,101
134843,1966,101
134844,2008,190
134846,2008,261
134847,2004,33
134848,1978,19
134849,1992,1515
134851,1996,269
134852,1992,269
134853,2008,1516
134854,2001,32
134855,2008,29
134856,2001,642
134857,2009,55
134860,2009,400
134861,1985,272
134862,2008,12
134863,2009,586
134864,2009,74
134865,2006,447
134866,2009,447
134867,1990,325
134869,1981,83
134870,1990,83
134871,1996,36
134873,1416,356
134874,1993,915
134875,1979,221
134876,2008,427
134877,2008,96
134878,1955,201
134880,1997,142
134881,2008,249
134882,2007,111
134883,2009,29
134884,2006,534
134887,2007,18
134888,2004,112
134889,1949,341
134890,1948,341
134891,1952,341
134892,1950,341
134893,1951,341
134894,1953,341
134895,1955,341
134896,1661,253
134897,2007,130
134898,1763,253
134899,2009,66
134900,2009,436
134901,2009,681
134902,2009,156
134903,2009,1243
134903,2010,579
134904,2009,1243
134905,2009,1243
134906,2007,329
134907,1997,163
134908,1934,341
134909,2000,233
134910,2007,261
134911,2007,16
134912,2007,143
134913,2008,106
134914,1998,73
134915,2009,1410
134916,2009,1517
134917,,737
134918,2007,56
134919,2009,109
134920,2009,109
134921,2009,200
134922,2007,272
134923,2000,272
134924,2006,427
134925,2009,34
134926,2002,112
134927,2007,112
134928,2000,175
134929,2009,739
134932,2009,142
134933,2001,175
134934,2008,406
134935,2009,361
134936,1881,142
134937,2009,50
134938,2007,326
134939,2009,60
134940,2006,718
134941,2007,326
134942,2004,119
134943,2008,240
134944,2009,831
134945,1994,266
134946,2002,262
134947,2009,262
134948,2007,262
134949,2008,80
134950,2007,80
134951,2009,115
134952,2009,187
134953,2008,349
134954,2006,175
134955,1982,232
134956,1998,175
134957,2001,175
134958,1990,231
134959,2006,93
134960,2009,7
134961,2009,23
134962,2007,187
134963,2009,240
134964,1985,74
134965,2007,371
134967,2009,65
134968,2009,619
134969,1968,101
134970,1966,101
134971,1966,101
134972,1986,101
134973,1958,554
134974,1966,739
134975,1585,233
134976,1963,101
134977,1967,204
135009,1966,307
135010,1966,307
135011,1965,204
135012,1967,204
135013,2006,9
135014,2009,140
135015,1980,534
135016,2003,390
135017,2008,616
135018,1998,491
135019,2009,112
135020,2009,241
135021,2009,176
135022,1993,128
135023,1961,49
135024,1972,458
135025,2008,266
135026,2009,1518
135028,2007,199
135029,2009,199
135030,2009,82
135031,2007,35
135032,2009,1
135033,2008,739
135035,2008,739
135036,2009,137
135037,1997,274
135038,2008,12
135039,2009,245
135040,2008,142
135041,1972,128
135042,2006,398
135043,2009,377
135044,2002,128
135045,2009,119
135046,2008,119
135047,2007,133
135048,2005,31
135049,2006,31
135050,2007,31
135051,2009,31
135052,1985,4
135053,,56
135055,2002,789
135056,2009,407
135057,2009,111
135058,1997,27
135059,2007,115
135060,2007,115
135061,2007,115
135062,2006,115
135063,2005,115
135064,2005,115
135065,2004,115
135066,1999,115
135067,1999,115
135068,1993,115
135069,1993,115
135070,2005,199
135071,2008,115
135073,2009,115
135074,2000,600
135075,2009,319
135076,2009,52
135077,2003,11
135078,2006,11
135079,1999,464
135080,2006,11
135081,2008,11
135082,2005,29
135083,2009,280
135084,2004,462
135085,1992,462
135086,2007,462
135087,2001,706
135088,2009,130
135089,2009,139
135090,2004,68
135092,2005,68
135093,2004,68
135094,1978,7
135095,2000,1010
135096,1983,253
135097,1978,253
135098,2008,34
135099,2005,68
135100,2008,23
135101,2012,185
135102,2008,638
135103,2006,149
135104,1929,142
135105,2003,287
135106,2008,16
135108,2008,16
135109,2008,16
135110,2009,9
135111,2009,377
135112,2009,118
135113,2009,56
135114,2004,356
135117,2009,52
135119,2008,52
135120,2003,68
135121,1996,128
135122,1982,118
135123,1980,118
135124,1979,118
135125,1977,118
135126,1988,118
135127,2008,68
135128,2009,1519
135130,2009,163
135131,2008,328
135132,2008,328
135133,1983,1520
135135,1980,228
135136,2007,699
135138,2009,118
135139,2009,135
135140,2009,118
135141,2009,1090
135142,1982,101
135144,2000,35
135145,2009,275
135146,1967,9
135147,1968,9
135148,1969,9
135149,1969,9
135150,1969,9
135151,1970,9
135152,1970,9
135153,2009,137
135154,2008,118
135155,2008,88
135156,2008,91
135158,1994,23
135159,2009,58
135160,2009,67
135161,2009,1038
135162,1979,440
135164,2009,64
135165,2009,1208
135166,2009,83
135167,2005,161
135168,2005,161
135169,2009,161
135170,1997,260
135171,1997,260
135172,2007,293
135173,2008,156
135174,2005,156
135175,1993,176
135176,1997,156
135177,1973,145
135178,1973,145
135179,1994,68
135180,2005,68
135181,2002,68
135182,1994,68
135184,2008,616
135186,1984,242
135187,1999,1036
135188,2003,1036
135189,1985,174
135190,1987,174
135191,1987,174
135192,1989,174
135193,1992,174
135194,1993,174
135195,1993,174
135196,1994,174
135197,1994,360
135198,1995,174
135199,1996,174
135200,1997,406
135201,1998,174
135202,1999,174
135203,1966,8
135204,1967,8
135205,,592
135206,1991,592
135207,2002,826
135208,2006,826
135209,2007,826
135210,2008,826
135211,1976,73
135212,1981,73
135213,1982,73
135214,1983,73
135215,1986,73
135216,1987,73
135217,1990,73
135218,1990,73
135219,1991,73
135220,1993,73
135221,1997,73
135222,2007,73
135223,1972,103
135224,1974,103
135225,1981,427
135227,1986,99
135228,1998,427
135230,2008,31
135231,2008,39
135232,2009,66
135233,1996,1521
135234,1999,676
135235,2009,308
135236,2008,92
135237,2009,326
135238,2009,23
135239,1980,106
135240,2003,839
135241,2009,839
135242,1978,106
135243,2008,10
135244,2007,319
135245,1965,406
135246,2008,14
135247,2009,512
135248,2000,11
135249,1993,524
135250,1979,145
135251,1996,12
135252,2009,245
135253,2009,22
135254,2009,31
135255,2007,31
135256,2007,31
135257,2006,31
135258,2007,46
135259,1767,176
135260,1768,176
135261,2009,23
135262,1967,554
135263,2008,739
135264,2008,739
135265,2009,189
135266,1999,68
135267,1981,406
135268,2000,600
135269,2009,420
135270,2008,183
135271,2009,413
135272,2008,27
135273,2009,27
135274,2009,37
135275,2007,179
135276,1994,447
135277,1995,128
135278,1993,12
135279,1997,128
135280,1999,128
135281,2009,27
135282,1986,8
135283,1988,12
135284,1993,12
135285,2009,219
135287,1995,12
135288,2006,12
135289,2006,12
135290,1747,176
135291,2009,1107
135292,2007,12
135293,2007,12
135294,2007,12
135295,2009,103
135296,2009,31
135297,2008,60
135298,2009,38
135299,2002,10
135300,2004,151
135301,2009,766
135302,2008,619
135303,2009,9
135304,1996,926
135305,1997,600
135306,1998,926
135307,2007,73
135308,2009,21
135309,1983,398
135310,1949,174
135312,1968,34
135313,2009,17
135314,2009,32
135317,1974,106
135319,2009,1484
135320,2008,31
135321,2009,538
135322,2009,1522
135323,2005,103
135324,2007,103
135325,2009,1523
135326,2009,377
135327,2009,319
135328,2009,28
135329,2009,17
135330,2009,17
135331,2009,280
135334,2009,88
135335,2009,181
135336,1993,1087
135337,2009,140
135338,2009,805
135339,2008,1234
135340,2008,253
135341,2008,22
135343,1984,68
135344,1985,68
135345,1986,31
135346,1986,31
135347,2009,126
135348,2008,686
135349,1998,128
135351,2009,161
135352,2009,161
135353,2009,375
135354,2008,375
135355,1999,313
135357,2009,1524
135358,2008,1
135360,1999,961
135361,2002,961
135362,2002,961
135363,2000,961
135364,2004,961
135365,2003,961
135366,2001,961
135367,2009,739
135368,2008,739
135369,2009,739
135370,2008,739
135371,2009,123
135372,2009,123
135373,1981,386
135374,1984,21
135375,2009,313
135376,2009,536
135377,2008,349
135378,2000,405
135380,2009,119
135381,2009,119
135382,2008,119
135383,2008,119
135384,2008,119
135385,2008,119
135386,2008,119
135387,2008,119
135388,2007,119
135389,2007,119
135390,2007,119
135391,2007,119
135392,2007,119
135393,2007,119
135394,2007,40
135395,2007,40
135396,2007,40
135397,2007,119
135398,2007,119
135399,2007,119
135400,2006,119
135401,2006,119
135402,2006,119
135403,2006,119
135404,2006,119
135405,2006,119
135406,2006,119
135407,2006,119
135408,2006,119
135409,2006,119
135410,1969,327
135411,1972,327
135413,,297
135415,1971,327
135416,1973,327
135417,1976,327
135418,1976,327
135419,1978,327
135420,1980,327
135421,1980,327
135422,1981,327
135423,1982,327
135424,1982,327
135425,1982,327
135426,2009,226
135427,2009,525
135428,2009,214
135429,2006,119
135430,2006,119
135431,2005,119
135432,2005,119
135433,2005,119
135434,2005,119
135435,2005,119
135436,2005,119
135437,2005,119
135438,2004,119
135439,2004,119
135440,2003,119
135441,2003,119
135442,2003,119
135443,2003,119
135444,2003,119
135445,2003,119
135446,2003,119
135447,2003,119
135448,2003,119
135449,2003,119
135450,2002,119
135451,2002,119
135452,2002,119
135453,2002,119
135454,2002,119
135455,2002,119
135456,2002,119
135457,2002,119
135458,2002,119
135459,2001,119
135460,2001,119
135461,2001,119
135462,2000,119
135463,2000,119
135464,1999,119
135465,1999,119
135466,1999,119
135467,1999,119
135468,1999,119
135469,1999,119
135470,1999,119
135471,1998,119
135472,1998,119
135473,1998,119
135474,1998,119
135475,1998,119
135476,1998,119
135477,1998,119
135478,1997,119
135479,2003,269
135480,2008,1
135482,2008,1
135483,2008,1
135484,2008,1
135485,2008,1
135486,2007,1
135487,2007,1
135489,2006,1
135490,2006,1
135491,2002,1
135493,1999,1
135494,2009,481
135495,1932,30
135497,1994,170
135498,1936,66
135499,2009,3
135500,1997,119
135501,1996,119
135502,1996,119
135503,1996,119
135504,1995,119
135505,1995,119
135506,1995,119
135507,1994,119
135508,1994,119
135509,1994,119
135510,1994,119
135511,1993,119
135512,1991,119
135513,2009,119
135514,2004,1087
135517,2009,1525
135518,2008,1234
135519,2009,900
135520,2009,813
135521,2009,10
135522,2008,1058
135523,1986,386
135524,2007,1058
135525,1995,669
135526,2009,31
135528,2004,693
135529,2004,1510
135530,1994,126
135531,2008,1466
135533,1986,27
135534,1996,146
135535,2009,287
135536,1940,1
135537,2009,1451
135538,1966,3
135540,1972,1526
135541,2009,145
135542,2009,163
135543,2009,24
135544,2009,161
135545,2005,465
135546,2009,528
135547,2006,8
135548,2007,8
135549,2008,8
135550,1991,119
135551,2008,94
135552,2007,94
135553,1992,272
135554,2009,14
135555,1935,2
135556,2009,34
135557,2009,850
135558,2009,28
135559,2009,19
135560,1986,649
135561,2009,21
135562,1991,493
135563,2005,199
135564,2009,1459
135566,1992,746
135567,1996,190
135572,1957,214
135574,1999,326
135575,1976,349
135575,1984,919
135576,1993,919
135577,2005,1228
135578,1991,137
135579,1991,137
135586,2001,561
135587,1993,187
135588,2009,119
135589,2005,1527
135591,2008,39
135593,2006,387
135594,1993,8
135596,2004,831
135597,2008,413
135598,2009,156
135599,2009,242
135600,2009,427
135601,1992,462
135602,2009,148
135603,2000,459
135606,2008,33
135607,1979,68
135608,2009,30
135609,1979,33
135610,2007,266
135614,2007,142
135615,2009,93
135616,2009,46
135617,2009,46
135619,1956,27
135620,2009,38
135621,1990,587
135622,2001,587
135623,2004,1528
135624,2006,1528
135627,2002,1529
135628,2001,1529
135629,1996,369
135630,2008,788
135632,2008,5
135633,1965,101
135634,1965,307
135635,1965,101
135636,1965,74
135637,1965,101
135638,2008,124
135639,2007,124
135641,1966,115
135643,2001,718
135644,2009,406
135645,2005,119
135647,2005,119
135648,2005,37
135649,2007,22
135650,2008,22
135651,2009,22
135652,2009,906
135653,1993,375
135654,1993,375
135656,1994,375
135657,1976,253
135658,1994,34
135659,1994,375
135660,1993,302
135661,2009,145
135662,1994,313
135663,1991,176
135664,2005,38
135665,2009,38
135666,,1530
135670,2009,190
135671,2008,73
135674,2009,6
135677,1966,988
135679,,1055
135680,1996,1116
135681,2003,176
135682,2008,872
135683,1968,221
135684,1995,1531
135685,1994,1531
135686,1995,1531
135687,1998,1531
135688,1998,1531
135689,1999,1531
135690,1999,1531
135691,1999,1531
135692,2001,1531
135693,2002,1531
135694,2003,1531
135695,2003,1531
135696,2009,1531
135697,2007,9
135698,2009,33
135699,2009,462
135700,2009,10
135701,2003,459
135702,2009,40
135703,2009,123
135705,2007,415
135706,1982,132
135707,2007,24
135709,2009,430
135710,2006,1531
135711,2009,38
135712,2006,1531
135713,2006,1531
135714,2007,1531
135715,2008,1531
135716,2008,1531
135717,2008,1531
135718,1955,33
135719,2002,386
135720,2005,386
135721,2004,386
135723,2009,524
135727,1984,327
135729,1984,327
135731,2009,24
135732,1994,1531
135733,1977,327
135734,1985,327
135735,1986,327
135736,1989,327
135737,1990,327
135738,1990,327
135739,1991,327
135741,1994,327
135742,1996,327
135743,1985,408
135744,2009,1532
135746,2001,784
135747,2001,784
135748,2002,784
135749,2007,784
135750,1972,21
135751,1982,12
135751,1982,2621
135752,1984,12
135753,1992,12
135753,1992,2622
135754,1997,12
135754,1997,2623
135755,1997,12
135755,1997,2624
135756,2009,2
135757,2009,242
135758,2009,9
135759,2009,9
135761,2008,686
135762,2008,6
135764,1983,470
135765,1982,470
135766,2009,910
135767,2009,14
135768,2009,122
135769,2009,217
135770,2010,436
135771,2009,40
135773,2003,163
135774,2007,163
135775,2008,163
135776,2001,163
135777,2006,163
135778,2009,518
135780,2009,86
135781,1989,1370
135783,1994,1370
135784,2009,399
135785,2008,73
135786,2005,454
135787,2009,106
135788,1963,106
135789,2008,32
135790,1996,18
135792,2002,752
135793,2003,512
135794,1993,9
135795,2008,29
135796,2007,61
135797,2009,129
135799,2005,132
135800,2008,48
135801,1987,7
135802,2008,527
135803,2008,527
135804,2009,14
135806,2006,1154
135807,2008,119
135808,2005,119
135809,2004,119
135810,2009,183
135811,1993,397
135812,2009,34
135813,1996,149
135814,2004,400
135815,2009,531
135816,2009,36
135817,2005,476
135818,2006,179
135819,2009,115
135820,2008,189
135821,1984,259
135822,1987,259
135823,1993,1537
135824,1996,1074
135825,2009,48
135827,1995,12
135828,1998,12
135829,1995,12
135830,2009,32
135831,2009,1538
135832,2009,3
135833,2008,183
135834,1967,101
135835,1967,101
135836,1966,74
135838,1997,6
135839,2006,81
135840,2006,81
135841,2008,81
135842,2007,81
135843,2008,81
135844,1998,390
135845,1998,390
135846,2007,390
135847,2005,390
135848,2009,390
135849,2002,390
135850,2007,310
135851,2006,12
135852,1967,49
135853,1967,14
135853,1967,2625
135854,1967,3
135856,1967,57
135857,1967,95
135859,1967,49
135860,1970,49
135862,2004,831
135863,1967,114
135864,1970,49
135866,1967,114
135867,1967,57
135868,1992,49
135870,1967,57
135871,1979,767
135872,2009,31
135873,2008,256
135874,2003,14
135874,2003,2626
135875,2007,103
135876,1979,259
135877,1974,767
135878,1974,767
135879,1986,106
135880,1987,106
135881,1998,106
135882,2000,106
135883,1996,767
135884,1988,767
135885,1993,767
135886,1986,767
135887,2006,1465
135888,2006,1465
135889,2006,1465
135890,2007,1465
135891,2007,1465
135892,2008,1465
135893,2008,1465
135894,2009,1465
135895,2009,1465
135896,1988,1465
135897,2009,1465
135898,2009,910
135899,2009,910
135900,2009,174
135901,2006,192
135902,2002,192
135903,1997,192
135904,1987,192
135905,1987,245
135906,1979,538
135907,1991,538
135908,2009,494
135910,2009,6
135911,2003,29
135913,2008,910
135914,1994,130
135915,2007,85
135916,2008,85
135918,2007,1541
135919,2007,1541
135920,2009,1541
135921,1980,534
135922,1992,179
135923,2009,9
135924,2009,196
135925,2007,534
135926,2001,467
135927,2009,58
135928,1970,669
135929,1996,458
135930,1998,699
135932,2009,14
135934,2009,293
135935,2009,140
135936,2007,37
135937,2006,115
135938,1964,307
135939,1964,101
135941,1964,333
135942,2008,746
135943,2009,867
135944,2004,589
135945,2009,69
135946,1959,56
135947,1963,56
135948,1960,56
135949,1963,56
135954,2002,603
135955,2005,603
135956,1978,193
135957,1997,1542
135958,2004,193
135959,2003,1542
135960,2009,390
135961,1995,12
135962,1996,12
135963,2009,37
135964,2000,12
135965,2005,427
135968,1987,14
135970,1987,55
135972,2008,360
135973,2009,599
135975,2005,460
135976,2009,35
135977,1965,617
135978,1966,894
135979,1965,101
135980,1965,101
135981,1965,101
135982,1962,307
135984,1976,1116
135985,2009,599
135986,2009,599
135987,1958,442
135989,2006,5
135990,2009,200
135991,2009,176
135992,2008,260
135993,1971,33
135994,,946
135995,2008,67
135996,2009,67
135997,2009,465
135998,2009,58
135999,2007,78
136001,2009,266
136002,2008,266
136003,2007,266
136004,2005,266
136005,2005,266
136006,2005,268
136007,2005,266
136008,2009,513
136010,1987,293
136011,1982,259
136012,1988,259
136013,1994,1543
136014,2009,619
136015,2001,843
136016,2005,843
136017,1997,843
136018,1997,843
136019,1989,843
136020,2003,843
136021,2000,101
136022,2003,163
136023,2009,83
136024,2009,886
136025,2008,232
136026,1992,1542
136027,2005,535
136029,2006,535
136030,1997,535
136031,1998,145
136032,1994,909
136033,2009,9
136034,2006,130
136035,2009,183
136036,2009,172
136037,2008,4
136038,2009,68
136039,2005,141
136040,2009,62
136041,2009,11
136042,2009,204
136046,1991,137
136047,2009,123
136048,2009,128
136049,2009,723
136050,2008,231
136052,2009,1544
136053,1983,2
136054,2009,113
136055,2008,85
136056,1995,251
136057,,7
136058,,7
136059,,7
136060,,222
136066,2009,132
136067,2009,149
136068,2009,67
136069,2008,65
136070,2009,21
136072,2009,145
136073,1995,145
136075,1978,114
136076,2009,778
136077,2001,460
136078,2002,460
136079,2003,460
136080,2003,460
136081,2004,460
136082,2004,460
136083,2009,460
136084,2009,460
136085,2009,460
136086,1994,513
136087,2000,513
136088,2009,83
136090,2009,242
136091,1971,48
136092,1974,48
136093,2009,429
136094,1975,184
136095,2009,238
136096,2009,12
136097,2009,342
136098,1963,22
136100,1965,30
136102,2009,538
136103,2009,733
136107,1966,805
136108,1967,19
136109,1967,114
136112,1965,1545
136113,1967,24
136114,,1545
136115,1966,137
136116,1966,30
136117,2007,1081
136118,1969,31
136119,1982,712
136121,1967,49
136122,1966,7
136123,1967,115
136124,1966,7
136125,1967,121
136127,1966,137
136128,1966,1545
136129,1967,60
136130,1967,24
136131,1992,60
136132,1967,617
136133,2009,213
136134,2009,213
136135,2008,213
136136,2000,213
136137,2008,215
136138,2007,213
136139,2006,213
136140,2007,213
136141,1999,1470
136142,2009,215
136143,2009,215
136144,2009,132
136146,2009,156
136147,2006,103
136148,2007,103
136149,1962,60
136150,1975,249
136151,2006,910
136152,2004,185
136153,1989,249
136155,2001,206
136156,1976,15
136158,,149
136159,1998,1546
136160,2009,573
136162,2003,1116
136163,1994,1116
136164,1988,1116
136165,1994,1116
136166,1997,1116
136167,2009,360
136168,2001,1116
136169,2000,3
136170,2009,42
136171,1961,662
136172,2007,11
136173,2009,198
136174,2009,587
136175,1967,1547
136176,1967,11
136178,1967,24
136180,1967,1547
136181,1967,11
136182,1967,1547
136183,2009,88
136184,1967,1547
136185,1967,170
136187,1967,57
136189,1967,24
136190,1967,805
136191,1967,57
136192,2009,8
136193,2009,141
136194,2008,37
136195,2008,29
136197,2009,821
136198,2009,403
136199,1968,193
136200,2009,529
136201,2007,240
136202,2005,785
136203,2009,73
136204,1967,1545
136205,1967,121
136207,1967,22
136208,1967,22
136210,1967,205
136211,1967,121
136212,1967,57
136213,2009,73
136214,2009,129
136215,1980,73
136216,1982,83
136217,1983,83
136218,1987,31
136219,1989,31
136220,1991,31
136221,1991,31
136222,1992,31
136223,1993,31
136224,1999,31
136225,1999,31
136226,2005,31
136227,2006,31
136228,2008,31
136229,1997,200
136230,2009,16
136231,2005,130
136232,2009,56
136233,2007,130
136234,1997,35
136235,1997,71
136236,2009,60
136237,2009,60
136238,1998,320
136239,2008,368
136240,2008,1457
136241,2009,129
136242,1992,606
136243,2009,374
136244,2009,190
136245,,1548
136246,2009,230
136247,1962,193
136248,1952,328
136251,1941,9
136252,1960,28
136256,2009,15
136259,1948,115
136260,2006,141
136261,1976,606
136262,1999,31
136263,2009,40
136264,1955,1317
136265,1954,1317
136266,2005,68
136267,2013,1549
136268,2009,24
136269,1982,111
136271,2008,63
136272,2009,1107
136273,1996,492
136274,2006,492
136275,2009,1047
136276,2009,1139
136277,2009,192
136278,2009,34
136279,2009,45
136280,2009,1068
136281,2006,214
136282,2006,9
136283,2009,121
136285,2005,699
136286,2009,183
136287,1959,554
136288,1968,894
136289,1968,617
136290,1968,739
136291,1989,386
136292,1999,669
136293,2009,193
136294,2008,253
136295,2009,260
136296,1992,400
136297,1999,386
136298,2009,535
136299,2008,226
136300,2008,1060
136302,2009,746
136303,2009,24
136304,2005,27
136305,2006,27
136306,2007,27
136307,2007,27
136308,2008,27
136309,2008,20
136310,2007,73
136312,2008,353
136313,1960,259
136315,2009,115
136316,1964,741
136325,2005,1434
136326,2008,1434
136327,1985,1550
136328,2008,1434
136329,2009,199
136330,1968,894
136331,1975,112
136332,1978,112
136333,1982,112
136334,1982,112
136335,1984,112
136336,1985,112
136337,1986,1551
136338,1992,1551
136339,1990,1551
136340,1992,1551
136341,2009,83
136342,2009,8
136343,2003,119
136344,2001,119
136345,2003,119
136346,2003,119
136348,2007,119
136349,2008,119
136350,2008,119
136351,2009,952
136352,2009,32
136353,1980,405
136354,1998,405
136355,1952,66
136356,2009,156
136357,2008,599
136358,1989,101
136359,1975,221
136360,1982,330
136361,1984,330
136362,1988,330
136363,1991,330
136364,1993,1552
136365,1996,330
136366,1988,1
136367,2009,214
136368,2009,38
136369,2006,286
136370,2009,23
136371,2009,963
136372,2007,910
136373,2009,9
136374,1997,915
136375,2009,28
